model_name,model_parameters,lecture_title,lecture_topic,system_prompt_id,dialog_id,unique_dialog_id,source,f1,precision,recall,claim_recall,context_precision,context_utilization,hallucination,faithfulness,noise_sensitivity,self_knowledge
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt4,dialog2367,analytics_llama3.2_1b_prompt4_dialog2367,analytics,26.3,31.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt4,dialog2368,analytics_llama3.2_1b_prompt4_dialog2368,analytics,26.3,31.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt4,dialog2369,analytics_llama3.2_1b_prompt4_dialog2369,analytics,26.3,31.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt4,dialog2370,analytics_llama3.2_1b_prompt4_dialog2370,analytics,26.3,31.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt3,dialog2311,analytics_llama3.2_1b_prompt3_dialog2311,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt3,dialog2312,analytics_llama3.2_1b_prompt3_dialog2312,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt3,dialog2313,analytics_llama3.2_1b_prompt3_dialog2313,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt3,dialog2314,analytics_llama3.2_1b_prompt3_dialog2314,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt3,dialog2315,analytics_llama3.2_1b_prompt3_dialog2315,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt3,dialog2316,analytics_llama3.2_1b_prompt3_dialog2316,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt3,dialog2317,analytics_llama3.2_1b_prompt3_dialog2317,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt3,dialog2318,analytics_llama3.2_1b_prompt3_dialog2318,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt3,dialog2319,analytics_llama3.2_1b_prompt3_dialog2319,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt3,dialog2320,analytics_llama3.2_1b_prompt3_dialog2320,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt3,dialog2321,analytics_llama3.2_1b_prompt3_dialog2321,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt3,dialog2322,analytics_llama3.2_1b_prompt3_dialog2322,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt3,dialog2323,analytics_llama3.2_1b_prompt3_dialog2323,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt3,dialog2324,analytics_llama3.2_1b_prompt3_dialog2324,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt3,dialog2325,analytics_llama3.2_1b_prompt3_dialog2325,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое autograd?,prompt3,dialog2326,analytics_llama3.2_1b_prompt3_dialog2326,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt3,dialog2327,analytics_llama3.2_1b_prompt3_dialog2327,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Keras?,prompt3,dialog2328,analytics_llama3.2_1b_prompt3_dialog2328,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое over-fitting?,prompt3,dialog2329,analytics_llama3.2_1b_prompt3_dialog2329,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое SGD?,prompt3,dialog2330,analytics_llama3.2_1b_prompt3_dialog2330,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt3,dialog2331,analytics_llama3.2_1b_prompt3_dialog2331,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Adam?,prompt3,dialog2332,analytics_llama3.2_1b_prompt3_dialog2332,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое learning rate?,prompt3,dialog2333,analytics_llama3.2_1b_prompt3_dialog2333,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt3,dialog2334,analytics_llama3.2_1b_prompt3_dialog2334,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое RMSProp?,prompt3,dialog2335,analytics_llama3.2_1b_prompt3_dialog2335,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt3,dialog2336,analytics_llama3.2_1b_prompt3_dialog2336,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt3,dialog2337,analytics_llama3.2_1b_prompt3_dialog2337,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt3,dialog2338,analytics_llama3.2_1b_prompt3_dialog2338,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt3,dialog2339,analytics_llama3.2_1b_prompt3_dialog2339,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt3,dialog2340,analytics_llama3.2_1b_prompt3_dialog2340,analytics,21.0,23.5,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt2,dialog2281,analytics_llama3.2_1b_prompt2_dialog2281,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt2,dialog2282,analytics_llama3.2_1b_prompt2_dialog2282,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt2,dialog2283,analytics_llama3.2_1b_prompt2_dialog2283,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt2,dialog2284,analytics_llama3.2_1b_prompt2_dialog2284,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt2,dialog2285,analytics_llama3.2_1b_prompt2_dialog2285,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt2,dialog2286,analytics_llama3.2_1b_prompt2_dialog2286,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt2,dialog2287,analytics_llama3.2_1b_prompt2_dialog2287,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt2,dialog2288,analytics_llama3.2_1b_prompt2_dialog2288,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt2,dialog2289,analytics_llama3.2_1b_prompt2_dialog2289,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt2,dialog2290,analytics_llama3.2_1b_prompt2_dialog2290,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt2,dialog2291,analytics_llama3.2_1b_prompt2_dialog2291,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt2,dialog2292,analytics_llama3.2_1b_prompt2_dialog2292,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt2,dialog2293,analytics_llama3.2_1b_prompt2_dialog2293,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt2,dialog2294,analytics_llama3.2_1b_prompt2_dialog2294,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt2,dialog2295,analytics_llama3.2_1b_prompt2_dialog2295,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое autograd?,prompt2,dialog2296,analytics_llama3.2_1b_prompt2_dialog2296,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt2,dialog2297,analytics_llama3.2_1b_prompt2_dialog2297,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Keras?,prompt2,dialog2298,analytics_llama3.2_1b_prompt2_dialog2298,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое over-fitting?,prompt2,dialog2299,analytics_llama3.2_1b_prompt2_dialog2299,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое SGD?,prompt2,dialog2300,analytics_llama3.2_1b_prompt2_dialog2300,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt2,dialog2301,analytics_llama3.2_1b_prompt2_dialog2301,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Adam?,prompt2,dialog2302,analytics_llama3.2_1b_prompt2_dialog2302,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое learning rate?,prompt2,dialog2303,analytics_llama3.2_1b_prompt2_dialog2303,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt2,dialog2304,analytics_llama3.2_1b_prompt2_dialog2304,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое RMSProp?,prompt2,dialog2305,analytics_llama3.2_1b_prompt2_dialog2305,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt2,dialog2306,analytics_llama3.2_1b_prompt2_dialog2306,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt2,dialog2307,analytics_llama3.2_1b_prompt2_dialog2307,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt2,dialog2308,analytics_llama3.2_1b_prompt2_dialog2308,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt2,dialog2309,analytics_llama3.2_1b_prompt2_dialog2309,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt2,dialog2310,analytics_llama3.2_1b_prompt2_dialog2310,analytics,29.1,28.8,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt5,dialog2371,analytics_llama3.2_1b_prompt5_dialog2371,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt5,dialog2372,analytics_llama3.2_1b_prompt5_dialog2372,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt5,dialog2373,analytics_llama3.2_1b_prompt5_dialog2373,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt5,dialog2374,analytics_llama3.2_1b_prompt5_dialog2374,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt5,dialog2375,analytics_llama3.2_1b_prompt5_dialog2375,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt5,dialog2376,analytics_llama3.2_1b_prompt5_dialog2376,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt5,dialog2377,analytics_llama3.2_1b_prompt5_dialog2377,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt5,dialog2378,analytics_llama3.2_1b_prompt5_dialog2378,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt5,dialog2379,analytics_llama3.2_1b_prompt5_dialog2379,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt5,dialog2380,analytics_llama3.2_1b_prompt5_dialog2380,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt5,dialog2381,analytics_llama3.2_1b_prompt5_dialog2381,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt5,dialog2382,analytics_llama3.2_1b_prompt5_dialog2382,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt5,dialog2383,analytics_llama3.2_1b_prompt5_dialog2383,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt5,dialog2384,analytics_llama3.2_1b_prompt5_dialog2384,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt5,dialog2385,analytics_llama3.2_1b_prompt5_dialog2385,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое autograd?,prompt5,dialog2386,analytics_llama3.2_1b_prompt5_dialog2386,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt5,dialog2387,analytics_llama3.2_1b_prompt5_dialog2387,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Keras?,prompt5,dialog2388,analytics_llama3.2_1b_prompt5_dialog2388,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое over-fitting?,prompt5,dialog2389,analytics_llama3.2_1b_prompt5_dialog2389,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое SGD?,prompt5,dialog2390,analytics_llama3.2_1b_prompt5_dialog2390,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt5,dialog2391,analytics_llama3.2_1b_prompt5_dialog2391,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое Adam?,prompt5,dialog2392,analytics_llama3.2_1b_prompt5_dialog2392,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое learning rate?,prompt5,dialog2393,analytics_llama3.2_1b_prompt5_dialog2393,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt5,dialog2394,analytics_llama3.2_1b_prompt5_dialog2394,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,Что такое RMSProp?,prompt5,dialog2395,analytics_llama3.2_1b_prompt5_dialog2395,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt5,dialog2396,analytics_llama3.2_1b_prompt5_dialog2396,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt5,dialog2397,analytics_llama3.2_1b_prompt5_dialog2397,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt5,dialog2398,analytics_llama3.2_1b_prompt5_dialog2398,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt5,dialog2399,analytics_llama3.2_1b_prompt5_dialog2399,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt5,dialog2400,analytics_llama3.2_1b_prompt5_dialog2400,analytics,32.9,38.6,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt12,dialog2581,analytics_llama3.2_1b_prompt12_dialog2581,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt12,dialog2582,analytics_llama3.2_1b_prompt12_dialog2582,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt12,dialog2583,analytics_llama3.2_1b_prompt12_dialog2583,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt12,dialog2584,analytics_llama3.2_1b_prompt12_dialog2584,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt12,dialog2585,analytics_llama3.2_1b_prompt12_dialog2585,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt12,dialog2586,analytics_llama3.2_1b_prompt12_dialog2586,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt12,dialog2587,analytics_llama3.2_1b_prompt12_dialog2587,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt12,dialog2588,analytics_llama3.2_1b_prompt12_dialog2588,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt12,dialog2589,analytics_llama3.2_1b_prompt12_dialog2589,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt12,dialog2590,analytics_llama3.2_1b_prompt12_dialog2590,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt12,dialog2591,analytics_llama3.2_1b_prompt12_dialog2591,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt12,dialog2592,analytics_llama3.2_1b_prompt12_dialog2592,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama3.2,1.0B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt12,dialog2593,analytics_llama3.2_1b_prompt12_dialog2593,analytics,26.8,27.3,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
